emp_no,first_name,last_name,tittle,salary,from_date,to_date
484142,Perry,Cooman,Senior Staff,40000,1987-04-23,9999-01-01
485577,Rafael,Menhoudj,Senior Engineer,40000,1997-04-27,9999-01-01
484756,Phule,Ruemmler,Senior Engineer,40000,1990-08-09,9999-01-01
485253,Gladys,Parhami,Senior Staff,53582,1996-07-20,9999-01-01
485489,Keiichiro,Armand,Senior Engineer,55395,1986-12-14,9999-01-01
485579,Munehiro,Iwayama,Senior Engineer,44117,1986-12-16,9999-01-01
485799,Yoshimitsu,Litvinov,Senior Staff,40000,1997-11-22,9999-01-01
485817,Mahmut,Bolotov,Engineer,51242,1995-01-10,9999-01-01
486068,Yefim,Bernardeschi,Senior Staff,54089,1996-06-26,9999-01-01
486808,Geoffrey,Siochi,Senior Engineer,40000,1998-12-27,9999-01-01
486956,Matt,Ruemmler,Engineer,63351,1993-10-14,9999-01-01
486918,Yagil,Remmers,Senior Staff,51627,1994-11-01,9999-01-01
486958,Tonny,Kropf,Senior Engineer,45160,1986-07-30,9999-01-01
487008,Zhigen,Raney,Senior Staff,73387,1993-05-26,9999-01-01
487505,Uno,Jayawardene,Senior Staff,57439,1987-11-02,9999-01-01
487988,Ekawit,Schaft,Senior Staff,40000,1990-05-20,9999-01-01
488142,Denis,Narlikar,Senior Staff,40612,1991-07-01,9999-01-01
488095,Francoise,Hegner,Senior Staff,40000,1997-12-23,9999-01-01
488482,Kensyu,Tsunoo,Engineer,44477,1999-12-05,9999-01-01
488540,Breannda,Maquelin,Senior Staff,88346,1996-04-12,9999-01-01
488619,Georgy,Bennis,Engineer,58714,1998-04-11,9999-01-01
488752,Nimmagadda,Baja,Senior Staff,44935,1994-02-09,9999-01-01
488788,Wuxu,Garigliano,Senior Staff,55528,1990-09-21,9999-01-01
488693,Jiong,Zultner,Senior Engineer,40000,1993-03-10,9999-01-01
488707,Mihalis,Remmers,Senior Staff,61980,1990-03-01,9999-01-01
491079,Kwangsub,Keirsey,Senior Engineer,47638,1992-02-04,9999-01-01
488984,Kendra,Junet,Senior Staff,68524,1986-02-28,9999-01-01
489755,Matk,Chorvat,Senior Staff,50263,1994-12-30,9999-01-01
489756,Kersti,Miculan,Senior Staff,74625,1992-06-09,9999-01-01
489928,Satoru,Janetzko,Assistant Engineer,43680,1997-07-26,9999-01-01
490551,Lalit,Lindqvist,Engineer,52602,1998-11-07,9999-01-01
490557,Luise,Vigier,Senior Engineer,45888,1994-07-01,9999-01-01
490568,Zita,Reistad,Senior Engineer,58375,1998-07-23,9999-01-01
490720,Younwoo,Samarati,Senior Engineer,57642,1996-08-19,9999-01-01
491162,Panayotis,Hempstead,Senior Engineer,55743,1994-08-29,9999-01-01
491596,Charmane,Pargas,Senior Engineer,40000,1988-07-29,9999-01-01
491478,Gill,Varman,Senior Staff,50787,1988-06-18,9999-01-01
491632,Gadiel,Perly,Senior Staff,75387,1986-10-20,9999-01-01
492217,Heekeun,Verhaegen,Senior Engineer,43116,1991-09-28,9999-01-01
492000,Valeska,Cools,Senior Staff,40000,1993-12-16,9999-01-01
492052,Udo,Ratnakar,Staff,53754,1999-11-30,9999-01-01
492677,Goetz,McAffer,Senior Engineer,57772,1988-02-05,9999-01-01
492639,Sanjoy,Porenta,Engineer,63732,1997-07-10,9999-01-01
493031,Hironoby,Jakobus,Senior Staff,58953,1991-07-30,9999-01-01
493048,Muzhong,Berztiss,Senior Staff,87744,1995-01-23,9999-01-01
493096,Sachem,Msuda,Engineer,54424,1995-04-07,9999-01-01
494088,Phule,Dahlbom,Senior Engineer,53267,1989-02-06,9999-01-01
493744,Leni,Kropatsch,Senior Engineer,40000,1997-07-17,9999-01-01
494493,Masasuke,Koprowski,Staff,96959,1996-11-20,9999-01-01
494019,Morrie,Iisaku,Senior Staff,65241,1991-05-06,9999-01-01
497174,Sanjiv,Bressoud,Senior Engineer,45255,1993-04-27,9999-01-01
494995,Yongmao,Pouyioutas,Senior Staff,61003,1989-08-24,9999-01-01
496100,Pranjal,Reinhard,Staff,40197,1995-05-08,9999-01-01
496970,Giordano,Maquelin,Senior Engineer,58910,1999-12-31,9999-01-01
496978,Danco,Debuse,Senior Staff,74289,1993-09-10,9999-01-01
497007,Oldrich,Adachi,Senior Engineer,42380,1997-04-03,9999-01-01
497835,Shuho,Laurillard,Technique Leader,40000,1999-10-06,9999-01-01
497340,Fayez,Keohane,Senior Staff,62550,1990-09-19,9999-01-01
497391,Paris,Lieblein,Engineer,74583,1999-05-19,9999-01-01
498456,Geraldo,Gerteisen,Senior Staff,40000,1987-06-05,9999-01-01
498185,Caolyn,Marciano,Senior Engineer,40000,1999-06-06,9999-01-01
498337,Naraig,Docker,Staff,65293,1997-05-17,9999-01-01
498838,Sanjay,Ciolek,Senior Staff,40000,1989-12-13,9999-01-01
498635,Florian,Pezzoli,Senior Staff,43577,1988-07-22,9999-01-01
498955,Nechama,Kandlur,Senior Engineer,52314,1995-01-16,9999-01-01
498845,Arumugam,Pelc,Senior Engineer,40000,1999-11-13,9999-01-01
499194,Padma,Delgrange,Senior Staff,61589,1998-01-02,9999-01-01
499260,Danae,Honglei,Engineer,40000,1998-09-14,9999-01-01
499495,Baoqiu,Kakkar,Engineer,40000,1999-08-30,9999-01-01
